,nose_scaled_x,nose_scaled_y,nose_score,left_eye_scaled_x,left_eye_scaled_y,left_eye_score,right_eye_scaled_x,right_eye_scaled_y,right_eye_score,left_ear_scaled_x,left_ear_scaled_y,left_ear_score,right_ear_scaled_x,right_ear_scaled_y,right_ear_score,left_shoulder_scaled_x,left_shoulder_scaled_y,left_shoulder_score,right_shoulder_scaled_x,right_shoulder_scaled_y,right_shoulder_score,left_elbow_scaled_x,left_elbow_scaled_y,left_elbow_score,right_elbow_scaled_x,right_elbow_scaled_y,right_elbow_score,left_wrist_scaled_x,left_wrist_scaled_y,left_wrist_score,right_wrist_scaled_x,right_wrist_scaled_y,right_wrist_score,left_hip_scaled_x,left_hip_scaled_y,left_hip_score,right_hip_scaled_x,right_hip_scaled_y,right_hip_score,left_knee_scaled_x,left_knee_scaled_y,left_knee_score,right_knee_scaled_x,right_knee_scaled_y,right_knee_score,left_ankle_scaled_x,left_ankle_scaled_y,left_ankle_score,right_ankle_scaled_x,right_ankle_scaled_y,right_ankle_score,pose
./dataset-for-classification/urdhva-dhanurasana/0458847c33070d64d4440ddff704f2c98a2ffa3d94b4a002eeb9b5b63a7ee9ec.png,0.19113922,0.5342465,0.41632688,0.2012658,0.51902574,0.29954407,0.18481009,0.5159817,0.25931814,0.18734175,0.5266362,0.4938797,0.19493668,0.5266362,0.53677547,0.313924,0.07305935,0.09547826,0.5417721,0.0,0.0590052,0.0,0.6590562,0.18093362,0.0,0.6605783,0.20245588,0.0,0.6666666,0.20369947,0.0,1.0,0.34835365,0.5746835,0.03196346,0.085696466,0.3189873,0.07153727,0.034521997,1.0,0.4124809,0.2812448,0.9949366,0.414003,0.6350574,0.80379754,0.806697,0.75380224,0.87848103,0.9482496,0.6298613,61
./dataset-for-classification/bharadvajasana-i/554d12488a0569786c5f7edd34a79eb1e39c23e4b02adeae82ceaf170605c96b.png,0.18099545,0.04215247,2.7729285,0.25641024,0.0,3.0458324,0.15233786,0.015246637,1.5081288,0.41478127,0.038565017,0.48069355,0.12217192,0.04573991,0.639574,0.5686274,0.29147983,0.3162819,0.10407239,0.26008973,0.25753495,0.6078431,0.55067265,0.7780823,0.0,0.50403595,0.46991032,0.82503766,0.8242153,0.4505328,0.0075414777,0.32287,0.10663025,0.38914025,0.73542607,0.18925704,0.13574658,0.70493275,0.18253133,0.95927596,0.96860987,0.03460893,0.08295624,0.91569513,0.11558147,1.0,0.98475343,0.034938764,1.0,1.0,0.032010917,13
./dataset-for-classification/adho-mukha-vriksasana/590b6ca754be92a8d9ecb9e894e11c937818b7cec5819dba7ec0dc4ba8e6815f.png,0.5083612,0.5700441,0.20693335,0.62541807,0.5471366,0.16038612,0.1270903,0.72775334,0.20202377,0.9933109,1.0,0.047018185,0.77591974,0.5154185,0.1062762,0.09364551,0.70660794,0.22737835,0.8929765,0.71894276,0.086878814,0.0033444762,0.8387665,0.42523,0.9866221,0.8431719,0.3622586,0.0,1.0,0.45228693,1.0,1.0,0.55487096,0.19732442,0.4493392,0.09094093,0.66555184,0.3559472,0.12408377,0.3277592,0.18766522,0.36662573,0.6120401,0.18502206,0.44220352,0.3779264,0.0,0.29953527,0.548495,0.009691626,0.28118742,1
./dataset-for-classification/salamba-sarvangasana/48990f82f77eca0114be6d5a03faf62af1a0c35f49d8a96461ec2a00a961c29d.jpeg,0.9106147,0.8217212,0.39400655,0.97765374,0.8422129,0.34635535,0.97765374,0.8237704,0.26338157,0.98324037,0.8790983,0.1773201,0.99999976,0.8729507,0.16248639,0.6089382,0.92418015,0.02913795,0.9497206,1.0,0.016070876,0.0,0.9426229,0.29088765,0.0,0.9426229,0.20308585,0.18994427,0.77459013,0.55063415,0.18435764,0.7766392,0.15443097,0.4022348,0.579918,0.12582584,0.54748607,0.5778688,0.07864145,0.6592176,0.25000003,0.22791159,0.73184323,0.29713115,0.10542441,0.6648042,0.010245889,0.2055852,0.67039084,0.0,0.16184185,48
./dataset-for-classification/camatkarasana/0ebb71178e701cc0ff03abd512cc509725df18acd671263fdba1c1f48a390b2a.png,0.7546834,0.5072232,0.37800008,0.7716325,0.49759233,0.47704646,0.77074045,0.48314616,0.6495814,0.8108832,0.3418941,0.65523726,0.7323818,0.49598718,0.59206545,0.77430874,0.30818626,0.07545458,0.7127565,0.23756023,0.08275321,0.7725246,0.7126807,0.6265286,0.8876004,0.43499202,0.5793273,1.0,0.5987159,0.74712217,0.99464786,0.5971108,0.8652697,0.55307764,0.0,0.06695034,0.45405895,0.11235956,0.13578914,0.28813562,0.51364374,0.43102995,0.27832294,0.46709475,0.28221875,0.31846568,0.8170146,0.30442008,0.0,1.0,0.17185043,17
./dataset-for-classification/paschimottanasana/c16c22bf5d6e129728922882e407100598dc985066d1f26960d96a932c9ba48a.png,0.826836,0.23368418,1.2987638,0.8422485,0.14315796,1.2688876,0.8349955,0.124210596,1.687569,0.7352675,0.0,0.66959506,0.73708075,0.0,1.4976918,0.5874887,0.048421085,0.027925942,0.6473256,0.25263155,0.13914448,0.86310077,0.5326316,0.0808538,0.8422485,0.5515789,0.23785599,0.6790572,0.30526322,0.2518093,1.0,0.6421053,0.0380966,0.30734363,0.67578954,0.044995032,0.137806,0.6863157,0.040065937,0.0,1.0,0.022841644,0.0,1.0,0.06494618,0.15684497,0.8736842,0.0359233,0.088848606,0.59368414,0.05137886,42
./dataset-for-classification/dwi-pada-viparita-dandasana/b98c4dd57fbdab3cd5b7e9ecbab4fdac9b6ba2cce7afd5eb5d520634564ceebb.png,0.8417463,0.6038864,0.32030407,0.9154162,0.54110616,0.8739226,0.893588,0.53961134,0.42135304,0.8867666,0.7309417,0.75291854,0.8894953,0.7309417,0.3230378,0.99999994,0.8221225,0.11200404,0.9849933,0.8116592,0.074207924,0.9822646,0.99999994,0.43414128,0.040927693,0.24215247,0.41774255,0.7244202,0.955157,0.3164482,0.73942703,0.9192825,0.5086804,0.5566166,0.0044843033,0.022977484,0.51568896,0.0,0.02934792,0.03819917,0.24364723,0.32335576,0.051841736,0.24364723,0.3956567,0.0068212748,0.8340807,0.261773,0.0,0.857997,0.3880978,22
./dataset-for-classification/sukhasana/1b9dba24d449404c0fdaaf0d6e033938bd33af9c773adbd6418be556594f4ba6.png,0.48615384,0.045525923,1.2066003,0.52615386,0.0015698671,3.3721461,0.43846154,0.0,2.2555397,0.57076925,0.007849321,1.5166817,0.35384616,0.0031397343,1.4956211,0.67692316,0.2904239,0.91766965,0.23538464,0.27315542,0.62619096,0.8215385,0.61695445,0.58361095,0.15384614,0.6248038,0.678051,1.0,0.92464674,0.5989049,0.0,0.9544741,1.0320007,0.5661539,0.86028266,0.25981292,0.25846153,0.8759811,0.1681064,0.91230786,1.0,0.1524896,0.18923077,0.83359504,0.14401767,0.5661539,0.923077,0.15171885,0.44,0.97645223,0.19759473,52
./dataset-for-classification/prasarita-padottanasana/940e11b07dfed8b058447a1fb9d2e4c9456295eade67d6a0df172e1838a0679f.png,0.6928721,0.63046753,0.2377712,0.45387843,0.88838613,0.051187575,0.47798738,0.92911005,0.11179265,0.43291405,0.8974359,0.08969375,0.43501046,0.9004525,0.063574925,0.38784066,0.025641024,0.23178175,0.61844856,0.0,0.07467848,0.34486374,0.72096527,0.64480615,0.7893082,0.5490196,0.23705718,0.34171912,1.0,0.46623322,0.99895185,0.96530914,0.6852084,0.3668763,0.46606335,0.098230116,0.6027254,0.5098039,0.10114839,0.16037735,0.6334841,0.29466325,0.75576514,0.5007541,0.19333202,0.0,0.96832573,0.3543482,0.99999994,0.9713423,0.50603634,44
./dataset-for-classification/ardha-uttanasana/20a231e62e4d2a25c1208c10b335c17242932b35f546d0dd9bf363e59121424d.png,0.045007035,0.35330835,1.0594031,0.015471168,0.32958803,1.1724265,0.0,0.3358302,1.1611118,0.09563996,0.24219725,0.25541565,0.11111112,0.23595506,0.079700954,0.29254574,0.22846442,0.2593831,0.31645572,0.17852683,0.11721755,0.34458518,0.60798997,1.1505369,0.35161746,0.6054932,0.31139535,0.28832632,0.9238453,0.9497377,0.36427575,0.8277154,0.45611867,0.90154713,0.0,0.04489805,1.0,0.0,0.1328367,0.9142054,0.03995006,0.07322434,0.9592126,0.0,0.07496555,0.748242,0.9862672,0.21614945,0.7440226,1.0,0.4550788,8
./dataset-for-classification/salamba-sarvangasana/0c7557378d06450e7ed68014f406e215be2a1dfc6692683eccebe25e0ac57bc8.jpeg,0.9710611,0.46753263,0.23192699,1.0,0.49350643,0.32191834,0.9871383,0.4480524,0.6568275,0.9678457,0.7597399,0.18199869,0.9035369,0.4350648,0.06861651,0.6913183,0.7597399,0.15569438,0.733119,0.69480515,0.07522821,0.3504824,0.7792201,0.5661286,0.35369778,0.7987013,0.07149223,0.48231518,0.26623368,0.75524986,0.4951769,0.22727251,0.2841999,0.6752411,0.29220748,0.031984285,0.68810296,0.32467508,0.047257565,0.0,1.0,0.052998185,0.5273311,0.0,0.03412458,0.4951769,0.22727251,0.23917179,0.6848875,0.22727251,0.03695587,48
./dataset-for-classification/salamba-sarvangasana/5df7599a68e603d9f22c4fec18c5117e39335560b9dbd55a61cdad9660215358.png,0.8606357,0.8675676,0.63601846,0.9657702,0.89009005,0.7047217,0.95599025,0.87477475,0.7086306,0.992665,0.9828829,0.6253366,0.99999994,0.98558563,0.5443707,0.60880196,0.98828834,0.12589501,0.63080686,0.9801802,0.027264997,0.0,0.99639636,0.038757287,0.35452324,0.17387389,0.3233143,0.22249386,0.8522523,0.26046118,0.40097803,0.023423433,0.5128675,0.35941327,0.5972973,0.12630382,0.5770171,0.6351352,0.04971903,0.0,1.0,0.04567335,0.48899752,0.25585586,0.14215663,0.40831298,0.0,0.1703855,0.41320294,0.01351352,0.1499139,48
./dataset-for-classification/purvottanasana/1b8aed51adab7826e58a170c3bd0f3a1e962d6bd97e7c4ee38f86b23dc094394.png,0.036903687,0.0,0.47697863,0.00090008974,0.0,1.2983764,0.0,0.0,1.5378509,0.020702071,0.14139692,1.2357528,0.02880288,0.13798979,0.8785594,0.11971197,0.24361159,0.25719902,0.22142217,0.14139692,0.30183783,0.1539154,0.61158437,1.0145693,0.15121514,0.6132879,0.4578413,0.14491448,0.8994889,0.37094802,1.0,0.8824532,0.28686237,1.0,0.99999994,0.07701645,1.0,0.99999994,0.15873419,0.69306934,0.6081772,0.3415274,0.7038704,0.62521297,0.32884827,0.15031505,0.91652477,0.38960323,1.0,0.8892675,0.24158879,45
./dataset-for-classification/tittibhasana/073b0cfa9cd55751d456cb385abd5f15b9a7914929d74808d6976eb96186a1cb.png,0.08827782,0.18336883,1.014579,0.12301016,0.09168443,1.4206434,0.039073706,0.10660979,2.0448947,0.24457312,0.0,0.86661154,0.0,0.03198296,0.3278428,0.38205492,0.21108744,0.15735012,0.118668556,0.23240939,0.21603997,0.8234441,0.53518116,1.1780641,0.14037621,0.533049,0.78009546,0.7945006,1.0,0.5802709,0.16931975,0.95948815,0.8897166,0.797395,0.055437118,0.19998321,0.6107091,0.20895526,0.04698608,0.8205497,0.2857143,0.73354554,0.13748193,0.4690831,0.27882695,1.0,0.5863539,0.11977203,0.17076695,0.9701493,0.12711588,58
./dataset-for-classification/sukhasana/5a32f120bc76242b96c62d9b87f3ecba67631d5b51264cb83b91957fef97f5a5.png,0.61563003,0.037298396,1.4339566,0.66347694,0.0,1.8782928,0.6188198,0.0050403327,2.3275962,0.8437002,0.002016127,1.2711524,0.8532695,0.002016127,0.23212126,1.0,0.25705647,0.25954756,0.6220096,0.27419358,0.3989208,0.8995215,0.5897178,0.62638295,0.4370016,0.5806452,0.60022,0.72727275,0.7953629,0.61893904,0.10685806,0.74697584,0.6775705,0.92822963,0.7520162,0.11488911,0.5980862,0.74697584,0.27940547,0.56778306,1.0,0.23345803,0.0,0.8820566,0.33286068,0.39553434,1.0,0.075024374,0.4401914,0.9556452,0.032454085,52
./dataset-for-classification/paschimottanasana/1655a6a0470bd06bb15564f4f7af14a9c7177c0ae7069a30d834b75baccfb672.png,0.32679093,0.2697096,0.21432164,0.30814523,0.20331949,0.1394919,0.076545626,0.6099584,0.12458186,0.29538757,0.24481332,0.39103642,0.29440624,0.24066389,0.4102585,0.4347399,0.0,0.052216664,0.27968597,0.03319508,0.050480254,0.0,0.54771805,0.23084606,0.14327767,1.0,0.31589898,0.024533898,0.59336114,0.074402936,0.033366084,0.6182574,0.10162792,1.0,0.9004152,0.028908161,1.0,0.75518656,0.041981596,0.35623157,0.40248966,0.017890323,0.0049067736,0.55186737,0.03731823,1.0,0.5103735,0.05875228,0.010794908,0.5560167,0.07085284,42
./dataset-for-classification/parivrtta-trikonasana/8a31a525957e2ba6925bc1e41de93c1eb3bbc24298884f0397e6b02f52a8199b.png,0.013831269,0.45431146,1.2785108,0.005532507,0.44272846,0.7954602,0.0,0.46718144,0.50435597,0.017980639,0.54697555,0.46840632,0.022130016,0.5302445,0.6615725,0.15214382,0.37194338,1.0321884,0.18948823,0.5997426,0.68423367,0.14937758,0.18018019,1.0436999,0.21023512,0.8198198,3.0191247,0.09958506,0.0,0.44897917,0.24481326,1.0,0.54226506,0.5629322,0.48777348,0.35186788,0.5836791,0.4903475,0.09932178,0.7579529,0.7387387,0.59999484,0.7551866,0.7297298,0.57654643,0.9986169,0.957529,0.48208988,0.99999994,0.95881605,0.40960297,39
./dataset-for-classification/bitilasana/4fae1f454c9a917c8cce958a55b45d6dbda86a31f242b7f70e2862db1db46514.png,1.0,0.029503092,0.95131034,1.0,0.0,0.81696004,1.0,0.0,0.9436951,0.88369673,0.03881988,0.73339343,0.88888884,0.040372655,1.6418742,0.76947045,0.1630435,0.13846087,0.80166155,0.20341617,0.43985775,0.7549326,0.6257764,0.31316197,0.7570093,0.6055901,0.51581085,0.7829699,0.88664603,0.33685207,0.79543096,1.0000001,0.7600062,0.44340602,0.45031056,0.1784368,0.36863968,0.37111804,0.23741466,0.42159918,0.85869575,0.3084566,0.36863968,0.9673914,0.6545163,0.10384216,0.7204969,0.56011516,0.0,0.78105605,0.28863862,16
./dataset-for-classification/bhujapidasana/c4ff26a6c16e4e081a25d9d91b91e0570a6f871f52285c8c68e14323aae43224.png,0.43558282,0.1754967,0.7924454,0.36605316,0.0016556382,0.1450935,0.31288344,0.0,0.24307789,0.56646216,0.24172187,0.33836684,0.13292426,0.16225165,0.34716436,0.23926383,0.3625828,0.12748751,0.20040888,0.3774835,0.13205269,0.30061346,0.53642386,0.052492294,0.25971365,0.53973514,0.06705235,1.0,0.81291395,0.14397211,1.0,0.81456965,0.11272371,1.0,1.0,0.0231507,0.24335378,1.0,0.017631141,0.5480573,0.9039735,0.023778195,0.0,0.57947034,0.12692745,0.63599193,0.75331134,0.1325738,0.63190174,0.75331134,0.15531085,15
./dataset-for-classification/garudasana/f17b0dcb8542fe9f2a61e36bc2c427960eed5a6d68272a850cf9397d04c34b21.png,0.39549837,0.019392915,2.6035116,0.40192923,0.00084317476,3.170144,0.318328,0.0,5.1556683,0.07717043,0.020236097,0.46296248,0.07717043,0.018549748,1.2205774,0.244373,0.12310285,0.23332192,0.0,0.13659358,0.29732925,0.6752411,0.15935919,0.3260574,0.7009647,0.16273186,0.8185499,0.73633444,0.021922432,0.1721783,0.8327974,0.016020231,0.42251867,0.25080392,0.4721753,0.14587148,0.10289392,0.4907251,0.17563398,0.5723473,0.7251264,0.3368345,1.0,0.6222597,0.28058636,0.15434083,0.9595277,0.22301368,0.13183281,0.99999994,0.25648382,27
./dataset-for-classification/salamba-bhujangasana/44f5537c5c1bfbec2c32b5d6871276782076915ec5b2edb6eb5076d615e3abed.png,0.08423114,0.048593372,0.9233136,0.09696375,0.002557546,1.7386916,0.090107724,0.0,1.4617568,0.1498531,0.0613811,1.0313681,0.15572967,0.06649622,0.8665697,0.18805091,0.38107416,0.5764675,0.19294809,0.3043479,0.16982277,0.16748284,0.9616369,0.7480654,0.18805091,0.8107418,0.102832355,0.0,1.0,0.37149212,0.04211557,0.8900256,0.56163055,0.4446621,0.79539657,0.16070352,0.44760036,0.67007685,0.116582826,0.69735557,0.89258313,0.067876995,0.8129285,0.8235295,0.05053867,0.9784524,0.849105,0.14181896,0.99999994,0.8516625,0.10806559,47
./dataset-for-classification/ananda-balasana/382e7050a6b5712a00c7fd692e1a8157ff2497894305d486fbd5eb559bb67f16.png,0.039944902,0.7573416,0.9880157,0.0,0.79907274,0.56820613,0.0013774186,0.8052551,0.77859163,0.04407713,0.93508506,0.25827938,0.04132232,0.93199396,0.42962426,0.119834706,0.8918084,0.08575555,0.3168044,0.9969089,0.14395292,0.5716254,0.0046367794,0.28662932,0.38567495,0.4899536,0.86347926,0.36088157,0.14374036,1.3405812,0.35950416,0.13601235,1.0056525,0.4573003,0.7233386,0.083502956,0.46143252,0.6769707,0.09607898,0.5798898,0.0,0.11121373,1.0,1.0,0.17305973,0.35950416,0.12982997,0.30872944,0.35950416,0.1282844,0.5639075,3
./dataset-for-classification/salamba-bhujangasana/a41fefb85ee8c50b6ef8c353c0e95317bf8bc28ee45d76098d362d19c9802662.png,0.092042185,0.0487805,2.257843,0.11217641,0.0027100444,3.1975672,0.110258855,0.0,1.3446558,0.15819752,0.0487805,2.7443748,0.1610738,0.0487805,0.7277316,0.20421857,0.3577236,0.6651349,0.23585811,0.30623305,0.24371503,0.16011503,0.93766934,0.8659446,0.16490889,0.8265582,0.103287056,0.0,0.99999994,0.1614762,0.050814964,0.8482384,0.6778011,0.45254076,0.77235764,0.16351934,0.44487053,0.70460707,0.07636194,0.7075742,0.9159892,0.11228004,0.72770846,0.8292683,0.11571181,0.9856183,0.79945797,0.10867577,0.99999994,0.8888888,0.15977527,47
./dataset-for-classification/salamba-sarvangasana/62bf5ddd58ef2c5e7d3084935368834d385e81521a3bcfe19cc2e03885cfba98.jpeg,0.07926822,0.87450194,0.42537886,0.02439022,0.8625498,0.85258704,0.02439022,0.87250996,0.55221593,0.0,0.9980079,0.15789206,0.02439022,0.9920318,0.22897832,0.31097555,0.9402391,0.09307495,0.37195158,0.9621515,0.20617141,0.34146357,0.2310757,0.2742318,1.0,1.0,0.24854074,0.27439046,0.0019920468,0.39002493,0.82317114,0.8366535,0.7440917,0.48780513,0.7768924,0.2038201,0.52439046,0.76095617,0.057228852,0.37195158,0.24501991,0.106182694,0.37195158,0.4880478,0.1447176,0.27439046,0.0,0.21135487,0.27439046,0.0,0.18467669,48
./dataset-for-classification/phalakasana/feeef44ade024da17713998351ff5c46ab78f230d3c609c80622f2eadf992c15.png,0.9681122,0.44841814,1.7466718,0.99999994,0.46079773,1.5533888,0.9719388,0.42365882,1.6000721,0.98979586,0.5006877,1.1952211,0.9387755,0.40165058,1.3834603,0.86479586,0.6258597,1.093771,0.8010204,0.39064646,1.6175014,0.88647956,0.81430537,1.0893121,0.75510204,0.20082529,1.7533748,0.92346936,0.9779917,1.588257,0.74489796,0.0,0.52398014,0.5191326,0.72077024,0.3790418,0.44005102,0.6176066,0.42283738,0.29209182,0.8596974,1.0102394,0.2270408,0.78541946,0.8692282,0.049744897,1.0,0.18699941,0.0,0.9477303,0.30634785,43
